"","X1","project","year","fellow","region","match"
"171",52,"
              The Jack Brockhoff Foundation Churchill Fellowship to investigate integrated models of care for Aboriginal children in out-of-home care - New Zealand, Canada, USA
",2018,"Kennedy, Niroshini","USA","yes"
"172",53,"
              The Sir William Kilpatrick Churchill Fellowship to improve the quality of care of older people in our health system - USA
",2018,"Kidd, David","USA","yes"
"173",54,"
              To research how schools can change communities to create students that are ready to thrive and learn - New Zealand, UK, USA, Canada
",2018,"King, Judith","New Zealand","yes"
"174",54,"
              To research how schools can change communities to create students that are ready to thrive and learn - New Zealand, UK, USA, Canada
",2018,"King, Judith","UK","yes"
"175",54,"
              To research how schools can change communities to create students that are ready to thrive and learn - New Zealand, UK, USA, Canada
",2018,"King, Judith","USA","yes"
"176",54,"
              To research how schools can change communities to create students that are ready to thrive and learn - New Zealand, UK, USA, Canada
",2018,"King, Judith","Canada","yes"
"177",55,"
              The Dorothy and Brian Wilson Churchill Fellowship to explore inclusive education best-practices to eliminate barriers for students with disabilities - Italy, Spain, Portugal, Netherlands, Sweden, Norway
",2018,"Kotz, Kendra","Italy","yes"
"178",55,"
              The Dorothy and Brian Wilson Churchill Fellowship to explore inclusive education best-practices to eliminate barriers for students with disabilities - Italy, Spain, Portugal, Netherlands, Sweden, Norway
",2018,"Kotz, Kendra","Spain","yes"
"179",55,"
              The Dorothy and Brian Wilson Churchill Fellowship to explore inclusive education best-practices to eliminate barriers for students with disabilities - Italy, Spain, Portugal, Netherlands, Sweden, Norway
",2018,"Kotz, Kendra","Portugal","yes"
"180",55,"
              The Dorothy and Brian Wilson Churchill Fellowship to explore inclusive education best-practices to eliminate barriers for students with disabilities - Italy, Spain, Portugal, Netherlands, Sweden, Norway
",2018,"Kotz, Kendra","Netherlands","yes"
"181",55,"
              The Dorothy and Brian Wilson Churchill Fellowship to explore inclusive education best-practices to eliminate barriers for students with disabilities - Italy, Spain, Portugal, Netherlands, Sweden, Norway
",2018,"Kotz, Kendra","Sweden","yes"
"182",55,"
              The Dorothy and Brian Wilson Churchill Fellowship to explore inclusive education best-practices to eliminate barriers for students with disabilities - Italy, Spain, Portugal, Netherlands, Sweden, Norway
",2018,"Kotz, Kendra","Norway","yes"
"183",56,"
              To investigate best practice for designing child-friendly high density neighbourhoods - Singapore, China, Japan, Canada, UK
",2018,"Krysiak, Natalia","Singapore","yes"
"184",56,"
              To investigate best practice for designing child-friendly high density neighbourhoods - Singapore, China, Japan, Canada, UK
",2018,"Krysiak, Natalia","China","yes"
"185",56,"
              To investigate best practice for designing child-friendly high density neighbourhoods - Singapore, China, Japan, Canada, UK
",2018,"Krysiak, Natalia","Japan","yes"
"186",56,"
              To investigate best practice for designing child-friendly high density neighbourhoods - Singapore, China, Japan, Canada, UK
",2018,"Krysiak, Natalia","Canada","yes"
"187",56,"
              To investigate best practice for designing child-friendly high density neighbourhoods - Singapore, China, Japan, Canada, UK
",2018,"Krysiak, Natalia","UK","yes"
"188",57,"
              To investigate overseas practices of monitoring places of detention - Canada, New Zealand, UK
",2018,"Lachsz, Andreea","Canada","yes"
"189",57,"
              To investigate overseas practices of monitoring places of detention - Canada, New Zealand, UK
",2018,"Lachsz, Andreea","New Zealand","yes"
"190",57,"
              To investigate overseas practices of monitoring places of detention - Canada, New Zealand, UK
",2018,"Lachsz, Andreea","UK","yes"
"191",58,"
              To identify best practice for university careers services to support Indigenous students -  Canada
",2018,"Laffernis, Farhana Sue","Canada","yes"
"192",59,"
              The Yulgilbar Foundation Churchill Fellowship to investigate appropriate methods for introducing kelp farming aquaculture to Australia - USA, Canada, Norway, UK, Ireland
",2018,"Lane, Joanne","USA","yes"
"193",59,"
              The Yulgilbar Foundation Churchill Fellowship to investigate appropriate methods for introducing kelp farming aquaculture to Australia - USA, Canada, Norway, UK, Ireland
",2018,"Lane, Joanne","Canada","yes"
"194",59,"
              The Yulgilbar Foundation Churchill Fellowship to investigate appropriate methods for introducing kelp farming aquaculture to Australia - USA, Canada, Norway, UK, Ireland
",2018,"Lane, Joanne","Norway","yes"
"195",59,"
              The Yulgilbar Foundation Churchill Fellowship to investigate appropriate methods for introducing kelp farming aquaculture to Australia - USA, Canada, Norway, UK, Ireland
",2018,"Lane, Joanne","UK","yes"
"196",59,"
              The Yulgilbar Foundation Churchill Fellowship to investigate appropriate methods for introducing kelp farming aquaculture to Australia - USA, Canada, Norway, UK, Ireland
",2018,"Lane, Joanne","Ireland","yes"
"197",60,"
              To strengthen Australia's digital health companies and industry using international best practice - UK, Germany, Netherlands, Finland
",2018,"Lethlean, Grace","UK","yes"
"198",60,"
              To strengthen Australia's digital health companies and industry using international best practice - UK, Germany, Netherlands, Finland
",2018,"Lethlean, Grace","Germany","yes"
"199",60,"
              To strengthen Australia's digital health companies and industry using international best practice - UK, Germany, Netherlands, Finland
",2018,"Lethlean, Grace","Netherlands","yes"
"200",60,"
              To strengthen Australia's digital health companies and industry using international best practice - UK, Germany, Netherlands, Finland
",2018,"Lethlean, Grace","Finland","yes"
"201",61,"
              The Nancy Fairfax Churchill Fellowship to research and investigate a best practice inclusive education model for children with Autism - USA, Denmark
",2018,"Little, Cathy","USA","yes"
"202",61,"
              The Nancy Fairfax Churchill Fellowship to research and investigate a best practice inclusive education model for children with Autism - USA, Denmark
",2018,"Little, Cathy","Denmark","yes"
"203",62,"
              The James Love Churchill Fellowship to advance statistical genetics methods via collaboration with the world's best at the Broad Institute - USA
",2018,"Lloyd-Jones, Luke","USA","yes"
"204",63,"
              To explore international PICU long term outcome services and practical management strategies - USA, Canada
",2018,"Long, Debbie","USA","yes"
"205",63,"
              To explore international PICU long term outcome services and practical management strategies - USA, Canada
",2018,"Long, Debbie","Canada","yes"
"206",64,"
              To explore ways children's unstructured play outdoors is effectively supported in the 'iPad-era' - Netherlands, Norway, Iceland, Finland
",2018,"Longley, Griffin","Netherlands","yes"
"207",64,"
              To explore ways children's unstructured play outdoors is effectively supported in the 'iPad-era' - Netherlands, Norway, Iceland, Finland
",2018,"Longley, Griffin","Norway","yes"
"208",64,"
              To explore ways children's unstructured play outdoors is effectively supported in the 'iPad-era' - Netherlands, Norway, Iceland, Finland
",2018,"Longley, Griffin","Iceland","yes"
"209",64,"
              To explore ways children's unstructured play outdoors is effectively supported in the 'iPad-era' - Netherlands, Norway, Iceland, Finland
",2018,"Longley, Griffin","Finland","yes"
"210",65,"
              To investigate human relationships to death and ceremony through alternate approaches and technologies - UK, Sweden, Czech Republic, Italy, USA, Mexico
",2018,"Lyons, Rebecca","UK","yes"
"211",65,"
              To investigate human relationships to death and ceremony through alternate approaches and technologies - UK, Sweden, Czech Republic, Italy, USA, Mexico
",2018,"Lyons, Rebecca","Sweden","yes"
"212",65,"
              To investigate human relationships to death and ceremony through alternate approaches and technologies - UK, Sweden, Czech Republic, Italy, USA, Mexico
",2018,"Lyons, Rebecca","Czech Republic","yes"
"213",65,"
              To investigate human relationships to death and ceremony through alternate approaches and technologies - UK, Sweden, Czech Republic, Italy, USA, Mexico
",2018,"Lyons, Rebecca","Italy","yes"
"214",65,"
              To investigate human relationships to death and ceremony through alternate approaches and technologies - UK, Sweden, Czech Republic, Italy, USA, Mexico
",2018,"Lyons, Rebecca","USA","yes"
"215",65,"
              To investigate human relationships to death and ceremony through alternate approaches and technologies - UK, Sweden, Czech Republic, Italy, USA, Mexico
",2018,"Lyons, Rebecca","Mexico","yes"
"216",66,"
              To investigate best practice Sports Science and Sports Medicine (SSSM) care of the female athlete - Japan, South Africa, Qatar, Norway, USA
",2018,"Mahony, Kate","Japan","yes"
"217",66,"
              To investigate best practice Sports Science and Sports Medicine (SSSM) care of the female athlete - Japan, South Africa, Qatar, Norway, USA
",2018,"Mahony, Kate","South Africa","yes"
"218",66,"
              To investigate best practice Sports Science and Sports Medicine (SSSM) care of the female athlete - Japan, South Africa, Qatar, Norway, USA
",2018,"Mahony, Kate","Qatar","yes"
